,breed,file,xmin,ymin,xmax,ymax,foldername,filename,dog_number,prepfilename,xdelta,ydelta
n02091032_1396,Italian_greyhound,n02091032_1396,74.0,105.0,377.0,304.0,02091032,n02091032_1396,1,n02091032_1396-Italian_greyhound_cr1,303.0,199.0
n02091032_1400,Italian_greyhound,n02091032_1400,213.0,83.0,450.0,341.0,02091032,n02091032_1400,1,n02091032_1400-Italian_greyhound_cr1,237.0,258.0
n02091032_1441,Italian_greyhound,n02091032_1441,0.0,55.0,495.0,409.0,02091032,n02091032_1441,1,n02091032_1441-Italian_greyhound_cr1,495.0,354.0
n02091032_1457,Italian_greyhound,n02091032_1457,0.0,0.0,493.0,484.0,02091032,n02091032_1457,1,n02091032_1457-Italian_greyhound_cr1,493.0,484.0
n02091032_1470,Italian_greyhound,n02091032_1470,116.0,47.0,332.0,466.0,02091032,n02091032_1470,1,n02091032_1470-Italian_greyhound_cr1,216.0,419.0
n02091032_1481,Italian_greyhound,n02091032_1481,0.0,29.0,267.0,177.0,02091032,n02091032_1481,1,n02091032_1481-Italian_greyhound_cr1,267.0,148.0
n02091032_1518,Italian_greyhound,n02091032_1518,125.0,128.0,474.0,374.0,02091032,n02091032_1518,1,n02091032_1518-Italian_greyhound_cr1,349.0,246.0
n02091032_1529,Italian_greyhound,n02091032_1529,128.0,51.0,379.0,331.0,02091032,n02091032_1529,1,n02091032_1529-Italian_greyhound_cr1,251.0,280.0
n02091032_1547,Italian_greyhound,n02091032_1547,193.0,61.0,292.0,261.0,02091032,n02091032_1547,1,n02091032_1547-Italian_greyhound_cr1,99.0,200.0
n02091032_1564,Italian_greyhound,n02091032_1564,65.0,100.0,343.0,371.0,02091032,n02091032_1564,1,n02091032_1564-Italian_greyhound_cr1,278.0,271.0
n02091032_1574,Italian_greyhound,n02091032_1574,65.0,39.0,490.0,333.0,02091032,n02091032_1574,1,n02091032_1574-Italian_greyhound_cr1,425.0,294.0
n02091032_1635,Italian_greyhound,n02091032_1635,0.0,75.0,432.0,332.0,02091032,n02091032_1635,1,n02091032_1635-Italian_greyhound_cr1,432.0,257.0
n02091032_1636,Italian_greyhound,n02091032_1636,58.0,7.0,380.0,373.0,02091032,n02091032_1636,1,n02091032_1636-Italian_greyhound_cr1,322.0,366.0
n02091032_1649,Italian_greyhound,n02091032_1649,95.0,115.0,294.0,334.0,02091032,n02091032_1649,1,n02091032_1649-Italian_greyhound_cr1,199.0,219.0
n02091032_1679,Italian_greyhound,n02091032_1679,94.0,67.0,363.0,286.0,02091032,n02091032_1679,1,n02091032_1679-Italian_greyhound_cr1,269.0,219.0
n02091032_1680,Italian_greyhound,n02091032_1680,247.0,101.0,478.0,276.0,02091032,n02091032_1680,2,n02091032_1680-Italian_greyhound_cr2,231.0,175.0
n02091032_1684,Italian_greyhound,n02091032_1684,40.0,50.0,279.0,498.0,02091032,n02091032_1684,1,n02091032_1684-Italian_greyhound_cr1,239.0,448.0
n02091032_1690,Italian_greyhound,n02091032_1690,39.0,70.0,386.0,679.0,02091032,n02091032_1690,1,n02091032_1690-Italian_greyhound_cr1,347.0,609.0
n02091032_1743,Italian_greyhound,n02091032_1743,71.0,204.0,191.0,336.0,02091032,n02091032_1743,2,n02091032_1743-Italian_greyhound_cr2,120.0,132.0
n02091032_1773,Italian_greyhound,n02091032_1773,1.0,19.0,147.0,257.0,02091032,n02091032_1773,1,n02091032_1773-Italian_greyhound_cr1,146.0,238.0
n02091032_1783,Italian_greyhound,n02091032_1783,196.0,65.0,329.0,332.0,02091032,n02091032_1783,1,n02091032_1783-Italian_greyhound_cr1,133.0,267.0
n02091032_18,Italian_greyhound,n02091032_18,10.0,73.0,346.0,226.0,02091032,n02091032_18,2,n02091032_18-Italian_greyhound_cr2,336.0,153.0
n02091032_1884,Italian_greyhound,n02091032_1884,100.0,73.0,253.0,388.0,02091032,n02091032_1884,1,n02091032_1884-Italian_greyhound_cr1,153.0,315.0
n02091032_1894,Italian_greyhound,n02091032_1894,37.0,37.0,402.0,332.0,02091032,n02091032_1894,1,n02091032_1894-Italian_greyhound_cr1,365.0,295.0
n02091032_1918,Italian_greyhound,n02091032_1918,140.0,154.0,345.0,350.0,02091032,n02091032_1918,1,n02091032_1918-Italian_greyhound_cr1,205.0,196.0
n02091032_1933,Italian_greyhound,n02091032_1933,27.0,72.0,480.0,314.0,02091032,n02091032_1933,1,n02091032_1933-Italian_greyhound_cr1,453.0,242.0
n02091032_20,Italian_greyhound,n02091032_20,152.0,64.0,499.0,331.0,02091032,n02091032_20,1,n02091032_20-Italian_greyhound_cr1,347.0,267.0
n02091032_212,Italian_greyhound,n02091032_212,183.0,60.0,384.0,332.0,02091032,n02091032_212,2,n02091032_212-Italian_greyhound_cr2,201.0,272.0
n02091032_2178,Italian_greyhound,n02091032_2178,53.0,23.0,239.0,168.0,02091032,n02091032_2178,1,n02091032_2178-Italian_greyhound_cr1,186.0,145.0
n02091032_2180,Italian_greyhound,n02091032_2180,287.0,147.0,488.0,292.0,02091032,n02091032_2180,1,n02091032_2180-Italian_greyhound_cr1,201.0,145.0
n02091032_2472,Italian_greyhound,n02091032_2472,17.0,77.0,463.0,295.0,02091032,n02091032_2472,1,n02091032_2472-Italian_greyhound_cr1,446.0,218.0
n02091032_256,Italian_greyhound,n02091032_256,252.0,44.0,397.0,335.0,02091032,n02091032_256,1,n02091032_256-Italian_greyhound_cr1,145.0,291.0
n02091032_2687,Italian_greyhound,n02091032_2687,89.0,70.0,442.0,339.0,02091032,n02091032_2687,1,n02091032_2687-Italian_greyhound_cr1,353.0,269.0
n02091032_3050,Italian_greyhound,n02091032_3050,0.0,46.0,395.0,314.0,02091032,n02091032_3050,1,n02091032_3050-Italian_greyhound_cr1,395.0,268.0
n02091032_309,Italian_greyhound,n02091032_309,122.0,198.0,318.0,498.0,02091032,n02091032_309,1,n02091032_309-Italian_greyhound_cr1,196.0,300.0
n02091032_3213,Italian_greyhound,n02091032_3213,153.0,0.0,499.0,319.0,02091032,n02091032_3213,1,n02091032_3213-Italian_greyhound_cr1,346.0,319.0
n02091032_3277,Italian_greyhound,n02091032_3277,15.0,135.0,456.0,321.0,02091032,n02091032_3277,2,n02091032_3277-Italian_greyhound_cr2,441.0,186.0
n02091032_334,Italian_greyhound,n02091032_334,98.0,107.0,307.0,335.0,02091032,n02091032_334,1,n02091032_334-Italian_greyhound_cr1,209.0,228.0
n02091032_347,Italian_greyhound,n02091032_347,364.0,25.0,478.0,145.0,02091032,n02091032_347,2,n02091032_347-Italian_greyhound_cr2,114.0,120.0
n02091032_3470,Italian_greyhound,n02091032_3470,0.0,128.0,210.0,374.0,02091032,n02091032_3470,1,n02091032_3470-Italian_greyhound_cr1,210.0,246.0
n02091032_3564,Italian_greyhound,n02091032_3564,25.0,70.0,207.0,275.0,02091032,n02091032_3564,3,n02091032_3564-Italian_greyhound_cr3,182.0,205.0
n02091032_358,Italian_greyhound,n02091032_358,370.0,175.0,486.0,321.0,02091032,n02091032_358,1,n02091032_358-Italian_greyhound_cr1,116.0,146.0
n02091032_36,Italian_greyhound,n02091032_36,133.0,51.0,499.0,374.0,02091032,n02091032_36,1,n02091032_36-Italian_greyhound_cr1,366.0,323.0
n02091032_372,Italian_greyhound,n02091032_372,78.0,42.0,340.0,388.0,02091032,n02091032_372,1,n02091032_372-Italian_greyhound_cr1,262.0,346.0
n02091032_3763,Italian_greyhound,n02091032_3763,196.0,163.0,373.0,498.0,02091032,n02091032_3763,1,n02091032_3763-Italian_greyhound_cr1,177.0,335.0
n02091032_378,Italian_greyhound,n02091032_378,112.0,28.0,428.0,458.0,02091032,n02091032_378,1,n02091032_378-Italian_greyhound_cr1,316.0,430.0
n02091032_3875,Italian_greyhound,n02091032_3875,119.0,9.0,352.0,374.0,02091032,n02091032_3875,1,n02091032_3875-Italian_greyhound_cr1,233.0,365.0
n02091032_3886,Italian_greyhound,n02091032_3886,68.0,308.0,159.0,496.0,02091032,n02091032_3886,4,n02091032_3886-Italian_greyhound_cr4,91.0,188.0
n02091032_3965,Italian_greyhound,n02091032_3965,165.0,106.0,472.0,324.0,02091032,n02091032_3965,2,n02091032_3965-Italian_greyhound_cr2,307.0,218.0
n02091032_4004,Italian_greyhound,n02091032_4004,247.0,77.0,368.0,166.0,02091032,n02091032_4004,2,n02091032_4004-Italian_greyhound_cr2,121.0,89.0
n02091032_4012,Italian_greyhound,n02091032_4012,114.0,42.0,415.0,265.0,02091032,n02091032_4012,1,n02091032_4012-Italian_greyhound_cr1,301.0,223.0
n02091032_4087,Italian_greyhound,n02091032_4087,20.0,21.0,331.0,498.0,02091032,n02091032_4087,1,n02091032_4087-Italian_greyhound_cr1,311.0,477.0
n02091032_4210,Italian_greyhound,n02091032_4210,270.0,41.0,388.0,447.0,02091032,n02091032_4210,2,n02091032_4210-Italian_greyhound_cr2,118.0,406.0
n02091032_4245,Italian_greyhound,n02091032_4245,71.0,140.0,281.0,371.0,02091032,n02091032_4245,1,n02091032_4245-Italian_greyhound_cr1,210.0,231.0
n02091032_4323,Italian_greyhound,n02091032_4323,226.0,44.0,499.0,332.0,02091032,n02091032_4323,1,n02091032_4323-Italian_greyhound_cr1,273.0,288.0
n02091032_4458,Italian_greyhound,n02091032_4458,36.0,38.0,290.0,468.0,02091032,n02091032_4458,1,n02091032_4458-Italian_greyhound_cr1,254.0,430.0
n02091032_458,Italian_greyhound,n02091032_458,161.0,57.0,349.0,297.0,02091032,n02091032_458,1,n02091032_458-Italian_greyhound_cr1,188.0,240.0
n02091032_4653,Italian_greyhound,n02091032_4653,34.0,33.0,300.0,312.0,02091032,n02091032_4653,1,n02091032_4653-Italian_greyhound_cr1,266.0,279.0
n02091032_4659,Italian_greyhound,n02091032_4659,16.0,0.0,203.0,336.0,02091032,n02091032_4659,1,n02091032_4659-Italian_greyhound_cr1,187.0,336.0
n02091032_4705,Italian_greyhound,n02091032_4705,31.0,58.0,309.0,467.0,02091032,n02091032_4705,1,n02091032_4705-Italian_greyhound_cr1,278.0,409.0
n02091032_4731,Italian_greyhound,n02091032_4731,28.0,74.0,472.0,317.0,02091032,n02091032_4731,1,n02091032_4731-Italian_greyhound_cr1,444.0,243.0
n02091032_490,Italian_greyhound,n02091032_490,140.0,241.0,291.0,473.0,02091032,n02091032_490,1,n02091032_490-Italian_greyhound_cr1,151.0,232.0
n02091032_4970,Italian_greyhound,n02091032_4970,157.0,106.0,480.0,315.0,02091032,n02091032_4970,1,n02091032_4970-Italian_greyhound_cr1,323.0,209.0
n02091032_4971,Italian_greyhound,n02091032_4971,139.0,40.0,496.0,241.0,02091032,n02091032_4971,1,n02091032_4971-Italian_greyhound_cr1,357.0,201.0
n02091032_5,Italian_greyhound,n02091032_5,0.0,91.0,247.0,259.0,02091032,n02091032_5,1,n02091032_5-Italian_greyhound_cr1,247.0,168.0
n02091032_5093,Italian_greyhound,n02091032_5093,42.0,21.0,250.0,294.0,02091032,n02091032_5093,1,n02091032_5093-Italian_greyhound_cr1,208.0,273.0
n02091032_5134,Italian_greyhound,n02091032_5134,0.0,141.0,302.0,498.0,02091032,n02091032_5134,1,n02091032_5134-Italian_greyhound_cr1,302.0,357.0
n02091032_526,Italian_greyhound,n02091032_526,373.0,393.0,873.0,843.0,02091032,n02091032_526,1,n02091032_526-Italian_greyhound_cr1,500.0,450.0
n02091032_5383,Italian_greyhound,n02091032_5383,16.0,70.0,255.0,498.0,02091032,n02091032_5383,1,n02091032_5383-Italian_greyhound_cr1,239.0,428.0
n02091032_5431,Italian_greyhound,n02091032_5431,70.0,143.0,338.0,398.0,02091032,n02091032_5431,1,n02091032_5431-Italian_greyhound_cr1,268.0,255.0
n02091032_5435,Italian_greyhound,n02091032_5435,138.0,23.0,327.0,266.0,02091032,n02091032_5435,1,n02091032_5435-Italian_greyhound_cr1,189.0,243.0
n02091032_55,Italian_greyhound,n02091032_55,27.0,40.0,316.0,391.0,02091032,n02091032_55,1,n02091032_55-Italian_greyhound_cr1,289.0,351.0
n02091032_551,Italian_greyhound,n02091032_551,43.0,47.0,470.0,373.0,02091032,n02091032_551,1,n02091032_551-Italian_greyhound_cr1,427.0,326.0
n02091032_5526,Italian_greyhound,n02091032_5526,184.0,153.0,348.0,373.0,02091032,n02091032_5526,2,n02091032_5526-Italian_greyhound_cr2,164.0,220.0
n02091032_561,Italian_greyhound,n02091032_561,132.0,42.0,404.0,374.0,02091032,n02091032_561,1,n02091032_561-Italian_greyhound_cr1,272.0,332.0
n02091032_5638,Italian_greyhound,n02091032_5638,2.0,31.0,433.0,374.0,02091032,n02091032_5638,1,n02091032_5638-Italian_greyhound_cr1,431.0,343.0
n02091032_5678,Italian_greyhound,n02091032_5678,151.0,129.0,400.0,292.0,02091032,n02091032_5678,1,n02091032_5678-Italian_greyhound_cr1,249.0,163.0
n02091032_570,Italian_greyhound,n02091032_570,26.0,66.0,286.0,497.0,02091032,n02091032_570,1,n02091032_570-Italian_greyhound_cr1,260.0,431.0
n02091032_5872,Italian_greyhound,n02091032_5872,80.0,90.0,302.0,497.0,02091032,n02091032_5872,1,n02091032_5872-Italian_greyhound_cr1,222.0,407.0
n02091032_5904,Italian_greyhound,n02091032_5904,48.0,226.0,146.0,445.0,02091032,n02091032_5904,1,n02091032_5904-Italian_greyhound_cr1,98.0,219.0
n02091032_5942,Italian_greyhound,n02091032_5942,59.0,106.0,284.0,329.0,02091032,n02091032_5942,1,n02091032_5942-Italian_greyhound_cr1,225.0,223.0
n02091032_5975,Italian_greyhound,n02091032_5975,21.0,12.0,478.0,428.0,02091032,n02091032_5975,1,n02091032_5975-Italian_greyhound_cr1,457.0,416.0
n02091032_6037,Italian_greyhound,n02091032_6037,0.0,82.0,337.0,332.0,02091032,n02091032_6037,1,n02091032_6037-Italian_greyhound_cr1,337.0,250.0
n02091032_6179,Italian_greyhound,n02091032_6179,26.0,81.0,216.0,441.0,02091032,n02091032_6179,2,n02091032_6179-Italian_greyhound_cr2,190.0,360.0
n02091032_6223,Italian_greyhound,n02091032_6223,159.0,4.0,397.0,327.0,02091032,n02091032_6223,1,n02091032_6223-Italian_greyhound_cr1,238.0,323.0
n02091032_6345,Italian_greyhound,n02091032_6345,102.0,75.0,499.0,358.0,02091032,n02091032_6345,1,n02091032_6345-Italian_greyhound_cr1,397.0,283.0
n02091032_636,Italian_greyhound,n02091032_636,76.0,45.0,430.0,333.0,02091032,n02091032_636,1,n02091032_636-Italian_greyhound_cr1,354.0,288.0
n02091032_651,Italian_greyhound,n02091032_651,60.0,111.0,231.0,360.0,02091032,n02091032_651,1,n02091032_651-Italian_greyhound_cr1,171.0,249.0
n02091032_652,Italian_greyhound,n02091032_652,0.0,31.0,498.0,364.0,02091032,n02091032_652,1,n02091032_652-Italian_greyhound_cr1,498.0,333.0
n02091032_6537,Italian_greyhound,n02091032_6537,204.0,195.0,309.0,324.0,02091032,n02091032_6537,1,n02091032_6537-Italian_greyhound_cr1,105.0,129.0
n02091032_658,Italian_greyhound,n02091032_658,47.0,97.0,288.0,315.0,02091032,n02091032_658,1,n02091032_658-Italian_greyhound_cr1,241.0,218.0
n02091032_6587,Italian_greyhound,n02091032_6587,43.0,35.0,314.0,483.0,02091032,n02091032_6587,1,n02091032_6587-Italian_greyhound_cr1,271.0,448.0
n02091032_6728,Italian_greyhound,n02091032_6728,63.0,15.0,490.0,371.0,02091032,n02091032_6728,2,n02091032_6728-Italian_greyhound_cr2,427.0,356.0
n02091032_6817,Italian_greyhound,n02091032_6817,38.0,15.0,216.0,291.0,02091032,n02091032_6817,1,n02091032_6817-Italian_greyhound_cr1,178.0,276.0
n02091032_6979,Italian_greyhound,n02091032_6979,213.0,15.0,496.0,244.0,02091032,n02091032_6979,1,n02091032_6979-Italian_greyhound_cr1,283.0,229.0
n02091032_708,Italian_greyhound,n02091032_708,142.0,161.0,269.0,325.0,02091032,n02091032_708,1,n02091032_708-Italian_greyhound_cr1,127.0,164.0
n02091032_7147,Italian_greyhound,n02091032_7147,0.0,235.0,298.0,498.0,02091032,n02091032_7147,1,n02091032_7147-Italian_greyhound_cr1,298.0,263.0
n02091032_7188,Italian_greyhound,n02091032_7188,178.0,1.0,378.0,428.0,02091032,n02091032_7188,1,n02091032_7188-Italian_greyhound_cr1,200.0,427.0
n02091032_7200,Italian_greyhound,n02091032_7200,108.0,137.0,373.0,498.0,02091032,n02091032_7200,1,n02091032_7200-Italian_greyhound_cr1,265.0,361.0
n02091032_722,Italian_greyhound,n02091032_722,207.0,107.0,499.0,334.0,02091032,n02091032_722,2,n02091032_722-Italian_greyhound_cr2,292.0,227.0
n02091032_7406,Italian_greyhound,n02091032_7406,15.0,6.0,405.0,490.0,02091032,n02091032_7406,1,n02091032_7406-Italian_greyhound_cr1,390.0,484.0
n02091032_745,Italian_greyhound,n02091032_745,131.0,77.0,353.0,317.0,02091032,n02091032_745,2,n02091032_745-Italian_greyhound_cr2,222.0,240.0
n02091032_7499,Italian_greyhound,n02091032_7499,47.0,103.0,229.0,422.0,02091032,n02091032_7499,1,n02091032_7499-Italian_greyhound_cr1,182.0,319.0
n02091032_75,Italian_greyhound,n02091032_75,191.0,71.0,302.0,289.0,02091032,n02091032_75,1,n02091032_75-Italian_greyhound_cr1,111.0,218.0
n02091032_7548,Italian_greyhound,n02091032_7548,29.0,74.0,222.0,283.0,02091032,n02091032_7548,2,n02091032_7548-Italian_greyhound_cr2,193.0,209.0
n02091032_769,Italian_greyhound,n02091032_769,21.0,18.0,297.0,323.0,02091032,n02091032_769,1,n02091032_769-Italian_greyhound_cr1,276.0,305.0
n02091032_770,Italian_greyhound,n02091032_770,85.0,65.0,227.0,332.0,02091032,n02091032_770,2,n02091032_770-Italian_greyhound_cr2,142.0,267.0
n02091032_774,Italian_greyhound,n02091032_774,42.0,34.0,406.0,419.0,02091032,n02091032_774,1,n02091032_774-Italian_greyhound_cr1,364.0,385.0
n02091032_7813,Italian_greyhound,n02091032_7813,0.0,129.0,450.0,374.0,02091032,n02091032_7813,1,n02091032_7813-Italian_greyhound_cr1,450.0,245.0
n02091032_7831,Italian_greyhound,n02091032_7831,36.0,53.0,450.0,308.0,02091032,n02091032_7831,1,n02091032_7831-Italian_greyhound_cr1,414.0,255.0
n02091032_7838,Italian_greyhound,n02091032_7838,242.0,68.0,393.0,332.0,02091032,n02091032_7838,1,n02091032_7838-Italian_greyhound_cr1,151.0,264.0
n02091032_7922,Italian_greyhound,n02091032_7922,122.0,75.0,286.0,294.0,02091032,n02091032_7922,1,n02091032_7922-Italian_greyhound_cr1,164.0,219.0
n02091032_8093,Italian_greyhound,n02091032_8093,63.0,71.0,291.0,463.0,02091032,n02091032_8093,1,n02091032_8093-Italian_greyhound_cr1,228.0,392.0
n02091032_8150,Italian_greyhound,n02091032_8150,0.0,61.0,375.0,374.0,02091032,n02091032_8150,1,n02091032_8150-Italian_greyhound_cr1,375.0,313.0
n02091032_8244,Italian_greyhound,n02091032_8244,151.0,45.0,492.0,305.0,02091032,n02091032_8244,2,n02091032_8244-Italian_greyhound_cr2,341.0,260.0
n02091032_8265,Italian_greyhound,n02091032_8265,98.0,126.0,268.0,413.0,02091032,n02091032_8265,1,n02091032_8265-Italian_greyhound_cr1,170.0,287.0
n02091032_8298,Italian_greyhound,n02091032_8298,74.0,82.0,448.0,301.0,02091032,n02091032_8298,1,n02091032_8298-Italian_greyhound_cr1,374.0,219.0
n02091032_8369,Italian_greyhound,n02091032_8369,66.0,70.0,347.0,460.0,02091032,n02091032_8369,1,n02091032_8369-Italian_greyhound_cr1,281.0,390.0
n02091032_8411,Italian_greyhound,n02091032_8411,0.0,2.0,347.0,498.0,02091032,n02091032_8411,1,n02091032_8411-Italian_greyhound_cr1,347.0,496.0
n02091032_8428,Italian_greyhound,n02091032_8428,0.0,25.0,359.0,374.0,02091032,n02091032_8428,1,n02091032_8428-Italian_greyhound_cr1,359.0,349.0
n02091032_870,Italian_greyhound,n02091032_870,67.0,17.0,293.0,281.0,02091032,n02091032_870,1,n02091032_870-Italian_greyhound_cr1,226.0,264.0
n02091032_877,Italian_greyhound,n02091032_877,151.0,58.0,368.0,300.0,02091032,n02091032_877,1,n02091032_877-Italian_greyhound_cr1,217.0,242.0
n02091032_8855,Italian_greyhound,n02091032_8855,26.0,77.0,283.0,443.0,02091032,n02091032_8855,1,n02091032_8855-Italian_greyhound_cr1,257.0,366.0
n02091032_9018,Italian_greyhound,n02091032_9018,202.0,60.0,499.0,374.0,02091032,n02091032_9018,1,n02091032_9018-Italian_greyhound_cr1,297.0,314.0
n02091032_904,Italian_greyhound,n02091032_904,31.0,17.0,132.0,239.0,02091032,n02091032_904,2,n02091032_904-Italian_greyhound_cr2,101.0,222.0
n02091032_907,Italian_greyhound,n02091032_907,7.0,72.0,352.0,496.0,02091032,n02091032_907,1,n02091032_907-Italian_greyhound_cr1,345.0,424.0
n02091032_9115,Italian_greyhound,n02091032_9115,54.0,22.0,367.0,374.0,02091032,n02091032_9115,1,n02091032_9115-Italian_greyhound_cr1,313.0,352.0
n02091032_9131,Italian_greyhound,n02091032_9131,213.0,93.0,442.0,319.0,02091032,n02091032_9131,1,n02091032_9131-Italian_greyhound_cr1,229.0,226.0
n02091032_9183,Italian_greyhound,n02091032_9183,182.0,86.0,359.0,362.0,02091032,n02091032_9183,1,n02091032_9183-Italian_greyhound_cr1,177.0,276.0
n02091032_923,Italian_greyhound,n02091032_923,105.0,49.0,395.0,281.0,02091032,n02091032_923,1,n02091032_923-Italian_greyhound_cr1,290.0,232.0
n02091032_924,Italian_greyhound,n02091032_924,51.0,29.0,392.0,287.0,02091032,n02091032_924,1,n02091032_924-Italian_greyhound_cr1,341.0,258.0
n02091032_9405,Italian_greyhound,n02091032_9405,90.0,297.0,292.0,462.0,02091032,n02091032_9405,2,n02091032_9405-Italian_greyhound_cr2,202.0,165.0
n02091032_9491,Italian_greyhound,n02091032_9491,150.0,61.0,341.0,374.0,02091032,n02091032_9491,1,n02091032_9491-Italian_greyhound_cr1,191.0,313.0
n02091032_9517,Italian_greyhound,n02091032_9517,0.0,17.0,347.0,475.0,02091032,n02091032_9517,1,n02091032_9517-Italian_greyhound_cr1,347.0,458.0
n02091032_9592,Italian_greyhound,n02091032_9592,15.0,0.0,235.0,483.0,02091032,n02091032_9592,2,n02091032_9592-Italian_greyhound_cr2,220.0,483.0
n02091032_9613,Italian_greyhound,n02091032_9613,139.0,62.0,410.0,374.0,02091032,n02091032_9613,1,n02091032_9613-Italian_greyhound_cr1,271.0,312.0
n02091032_9628,Italian_greyhound,n02091032_9628,53.0,39.0,184.0,352.0,02091032,n02091032_9628,2,n02091032_9628-Italian_greyhound_cr2,131.0,313.0
n02091032_9660,Italian_greyhound,n02091032_9660,67.0,57.0,333.0,496.0,02091032,n02091032_9660,1,n02091032_9660-Italian_greyhound_cr1,266.0,439.0
n02091032_978,Italian_greyhound,n02091032_978,134.0,50.0,389.0,313.0,02091032,n02091032_978,1,n02091032_978-Italian_greyhound_cr1,255.0,263.0
n02091032_989,Italian_greyhound,n02091032_989,40.0,36.0,362.0,438.0,02091032,n02091032_989,1,n02091032_989-Italian_greyhound_cr1,322.0,402.0
n02091032_990,Italian_greyhound,n02091032_990,0.0,118.0,302.0,498.0,02091032,n02091032_990,2,n02091032_990-Italian_greyhound_cr2,302.0,380.0
n02091032_9980,Italian_greyhound,n02091032_9980,78.0,81.0,393.0,273.0,02091032,n02091032_9980,1,n02091032_9980-Italian_greyhound_cr1,315.0,192.0
n02091134_10107,whippet,n02091134_10107,15.0,46.0,679.0,771.0,02091134,n02091134_10107,1,n02091134_10107-whippet_cr1,664.0,725.0
n02091134_10219,whippet,n02091134_10219,224.0,109.0,421.0,287.0,02091134,n02091134_10219,1,n02091134_10219-whippet_cr1,197.0,178.0
n02091134_10242,whippet,n02091134_10242,81.0,68.0,443.0,254.0,02091134,n02091134_10242,1,n02091134_10242-whippet_cr1,362.0,186.0
n02091134_10395,whippet,n02091134_10395,188.0,185.0,457.0,339.0,02091134,n02091134_10395,1,n02091134_10395-whippet_cr1,269.0,154.0
n02091134_10521,whippet,n02091134_10521,8.0,3.0,203.0,178.0,02091134,n02091134_10521,1,n02091134_10521-whippet_cr1,195.0,175.0
n02091134_10545,whippet,n02091134_10545,50.0,19.0,219.0,272.0,02091134,n02091134_10545,2,n02091134_10545-whippet_cr2,169.0,253.0
n02091134_10548,whippet,n02091134_10548,166.0,42.0,351.0,344.0,02091134,n02091134_10548,1,n02091134_10548-whippet_cr1,185.0,302.0
n02091134_10618,whippet,n02091134_10618,52.0,42.0,435.0,355.0,02091134,n02091134_10618,1,n02091134_10618-whippet_cr1,383.0,313.0
n02091134_10690,whippet,n02091134_10690,314.0,148.0,384.0,241.0,02091134,n02091134_10690,2,n02091134_10690-whippet_cr2,70.0,93.0
